date,XLRE
2016-03-04,21.4740047454834
2016-03-07,21.45992660522461
2016-03-08,21.427526473999023
2016-03-09,21.362028121948242
2016-03-10,21.261316299438477
2016-03-11,21.755725860595703
2016-03-14,21.826160430908203
2016-03-15,21.970539093017578
2016-03-16,21.805028915405273
2016-03-17,22.534687042236328
2016-03-18,22.37611961364746
2016-03-21,22.262357711791992
2016-03-22,22.223249435424805
2016-03-23,22.14148712158203
2016-03-24,22.177034378051758
2016-03-28,22.319244384765625
2016-03-29,22.80274200439453
2016-03-30,22.752965927124023
2016-03-31,22.866737365722656
2016-04-01,22.91436767578125
2016-04-04,22.880952835083008
2016-04-05,22.67617416381836
2016-04-06,22.73874855041504
2016-04-07,22.553882598876953
2016-04-08,22.76719093322754
2016-04-11,22.752965927124023
2016-04-12,22.852510452270508
2016-04-13,22.765058517456055
2016-04-14,22.674755096435547
2016-04-15,22.8311824798584
2016-04-18,22.916505813598633
2016-04-19,22.838294982910156
2016-04-20,22.61076545715332
2016-04-21,22.087444305419922
2016-04-22,22.3690128326416
2016-04-25,22.526151657104492
2016-04-26,22.589427947998047
2016-04-27,22.504114151000977
2016-04-28,22.52685546875
2016-04-29,22.3121337890625
2016-05-02,22.54677391052246
2016-05-03,22.660537719726562
2016-05-04,22.987613677978516
2016-05-05,23.008941650390625
2016-05-06,23.129817962646484
2016-05-09,23.36302947998047
2016-05-10,23.449777603149414
2016-05-11,23.02316665649414
2016-05-12,23.10137176513672
2016-05-13,22.76790428161621
2016-05-16,23.078622817993164
2016-05-17,22.696090698242188
2016-05-18,22.136507034301758
2016-05-19,22.09170913696289
2016-05-20,22.242448806762695
2016-05-23,22.3121337890625
2016-05-24,22.461444854736328
2016-05-25,22.613609313964844
2016-05-26,22.59654426574707
2016-05-27,22.6854248046875
2016-05-31,22.696090698242188
2016-06-01,22.61076545715332
2016-06-02,22.681869506835938
2016-06-03,22.784252166748047
2016-06-06,22.795631408691406
2016-06-07,22.814115524291992
2016-06-08,22.923612594604492
2016-06-09,22.971973419189453
2016-06-10,22.85962677001953
2016-06-13,22.852510452270508
2016-06-14,22.745861053466797
2016-06-15,22.980499267578125
2016-06-16,23.09853172302246
2016-06-17,23.06268310546875
2016-06-20,23.084192276000977
2016-06-21,23.270586013793945
2016-06-22,23.249080657958984
2016-06-23,23.349443435668945
2016-06-24,23.05552101135254
2016-06-27,23.019670486450195
2016-06-28,23.442636489868164
2016-06-29,23.887123107910156
2016-06-30,24.080690383911133
2016-07-01,24.066343307495117
2016-07-05,24.241985321044922
2016-07-06,24.209720611572266
2016-07-07,23.90862464904785
2016-07-08,24.322999954223633
2016-07-11,24.51081657409668
2016-07-12,24.561004638671875
2016-07-13,24.675708770751953
2016-07-14,24.538785934448242
2016-07-15,24.502939224243164
2016-07-18,24.51081657409668
2016-07-19,24.58108139038086
2016-07-20,24.546672821044922
2016-07-21,24.618362426757812
2016-07-22,24.804752349853516
2016-07-25,24.76890754699707
2016-07-26,24.629108428955078
2016-07-27,24.446300506591797
2016-07-28,24.596858978271484
2016-07-29,24.86067008972168
2016-08-01,24.940959930419922
2016-08-02,24.561004638671875
2016-08-03,24.374610900878906
2016-08-04,24.331600189208984
2016-08-05,24.331600189208984
2016-08-08,24.324430465698242
2016-08-09,24.489315032958984
2016-08-10,24.439132690429688
2016-08-11,24.209720611572266
2016-08-12,24.288585662841797
2016-08-15,24.25990867614746
2016-08-16,23.96597671508789
2016-08-17,24.066343307495117
2016-08-18,24.01616668701172
2016-08-19,23.82977294921875
2016-08-22,23.944473266601562
2016-08-23,23.930130004882812
2016-08-24,23.865615844726562
2016-08-25,23.96597671508789
2016-08-26,23.729394912719727
2016-08-29,23.96597671508789
2016-08-30,23.894287109375
2016-08-31,23.930130004882812
2016-09-01,23.9229679107666
2016-09-02,24.080690383911133
2016-09-06,24.281414031982422
2016-09-07,24.402488708496094
2016-09-08,24.092594146728516
2016-09-09,23.177326202392578
2016-09-12,23.27100944519043
2016-09-13,22.860219955444336
2016-09-14,22.903465270996094
2016-09-15,23.07642364501953
2016-09-16,22.997154235839844
2016-09-19,23.23497200012207
2016-09-20,23.191736221313477
2016-09-21,23.458389282226562
2016-09-22,23.919633865356445
2016-09-23,24.013317108154297
2016-09-26,24.063762664794922
2016-09-27,23.85476303100586
2016-09-28,24.020523071289062
2016-09-29,23.725040435791016
2016-09-30,23.616947174072266
2016-10-03,23.16291046142578
2016-10-04,22.809776306152344
2016-10-05,22.384567260742188
2016-10-06,22.42780876159668
2016-10-07,22.37015151977539
2016-10-10,22.456632614135742
2016-10-11,22.283668518066406
2016-10-12,22.60076904296875
2016-10-13,22.672840118408203
2016-10-14,22.644018173217773
2016-10-17,22.665637969970703
2016-10-18,22.780941009521484
2016-10-19,22.867427825927734
2016-10-20,22.788148880004883
2016-10-21,22.77373504638672
2016-10-24,22.802562713623047
2016-10-25,22.77373504638672
2016-10-26,22.47825813293457
2016-10-27,21.9449462890625
2016-10-28,22.00260353088379
2016-10-31,22.305294036865234
2016-11-01,21.865673065185547
2016-11-02,21.52694320678711
2016-11-03,21.43326187133789
2016-11-04,21.577392578125
2016-11-07,21.973770141601562
2016-11-08,22.110702514648438
2016-11-09,21.61343002319336
2016-11-10,21.289119720458984
2016-11-11,21.31073570251465
2016-11-14,21.728736877441406
2016-11-15,21.5846004486084
2016-11-16,21.570192337036133
2016-11-17,21.368392944335938
2016-11-18,21.411638259887695
2016-11-21,21.35398292541504
2016-11-22,21.721534729003906
2016-11-23,21.570192337036133
2016-11-25,21.663875579833984
2016-11-28,21.74315643310547
2016-11-29,21.89449691772461
2016-11-30,21.627840042114258
2016-12-01,21.29632568359375
2016-12-02,21.498117446899414
2016-12-05,21.67108726501465
2016-12-06,21.764774322509766
2016-12-07,22.21881103515625
2016-12-08,22.334117889404297
2016-12-09,22.319700241088867
2016-12-12,22.550323486328125
2016-12-13,22.60797882080078
2016-12-14,22.211606979370117
2016-12-15,22.03141975402832
2016-12-16,22.340404510498047
2016-12-19,22.5385684967041
2016-12-20,22.553241729736328
2016-12-21,22.267019271850586
2016-12-22,22.237661361694336
2016-12-23,22.25967788696289
2016-12-27,22.31838607788086
2016-12-28,22.149585723876953
2016-12-29,22.35508918762207
2016-12-30,22.567922592163086
2017-01-03,22.64131736755371
2017-01-04,22.92754364013672
2017-01-05,23.044967651367188
2017-01-06,23.044967651367188
2017-01-09,22.89818572998047
2017-01-10,22.611957550048828
2017-01-11,22.48719024658203
2017-01-12,22.57526206970215
2017-01-13,22.523887634277344
2017-01-17,22.707365036010742
2017-01-18,22.75874137878418
2017-01-19,22.5385684967041
2017-01-20,22.678009033203125
2017-01-23,22.817455291748047
2017-01-24,22.82478904724121
2017-01-25,22.685338973999023
2017-01-26,22.670669555664062
2017-01-27,22.4798526763916
2017-01-30,22.35508918762207
2017-01-31,22.5385684967041
2017-02-01,22.289031982421875
2017-02-02,22.553241729736328
2017-02-03,22.700023651123047
2017-02-06,22.56058692932129
2017-02-07,22.51654624938965
2017-02-08,22.707365036010742
2017-02-09,22.80277442932129
2017-02-10,22.95690155029297
2017-02-13,23.06697654724121
2017-02-14,22.949556350708008
2017-02-15,22.88350486755371
2017-02-16,22.97891616821289
2017-02-17,23.044967651367188
2017-02-21,23.36055564880371
2017-02-22,23.272478103637695
2017-02-23,23.426605224609375
2017-02-24,23.544031143188477
2017-02-27,23.66145133972168
2017-02-28,23.588064193725586
2017-03-01,23.529354095458984
2017-03-02,23.455951690673828
2017-03-03,23.382568359375
2017-03-06,23.287160873413086
2017-03-07,23.2064266204834
2017-03-08,22.861486434936523
2017-03-09,22.567922592163086
2017-03-10,22.54590606689453
2017-03-13,22.57526206970215
2017-03-14,22.54590606689453
2017-03-15,22.97891616821289
2017-03-16,22.92754364013672
2017-03-17,22.970375061035156
2017-03-20,22.992534637451172
2017-03-21,22.95560646057129
2017-03-22,23.007308959960938
2017-03-23,23.177186965942383
2017-03-24,23.155027389526367
2017-03-27,22.970375061035156
2017-03-28,23.103321075439453
2017-03-29,23.184566497802734
2017-03-30,23.236278533935547
2017-03-31,23.339679718017578
2017-04-03,23.369216918945312
2017-04-04,23.302745819091797
2017-04-05,23.339679718017578
2017-04-06,23.472623825073242
2017-04-07,23.50216293334961
2017-04-10,23.664661407470703
2017-04-11,23.775447845458984
2017-04-12,23.73851776123047
2017-04-13,23.68681526184082
2017-04-17,23.96009635925293
2017-04-18,24.019187927246094
2017-04-19,23.967483520507812
2017-04-20,23.96009635925293
2017-04-21,23.878856658935547
2017-04-24,23.642505645751953
2017-04-25,23.6942081451416
2017-04-26,23.494775772094727
2017-04-27,23.509552001953125
2017-04-28,23.376604080200195
2017-05-01,23.52432632446289
2017-05-02,23.53171730041504
2017-05-03,23.24365997314453
2017-05-04,23.26581382751465
2017-05-05,23.450469970703125
2017-05-08,23.324905395507812
2017-05-09,23.236278533935547
2017-05-10,23.361835479736328
2017-05-11,23.251047134399414
2017-05-12,23.162418365478516
2017-05-15,23.26581382751465
2017-05-16,23.147640228271484
2017-05-17,23.295360565185547
2017-05-18,23.339679718017578
2017-05-19,23.472623825073242
2017-05-22,23.53171730041504
2017-05-23,23.561254501342773
2017-05-24,23.6942081451416
2017-05-25,23.78282928466797
2017-05-26,23.635116577148438
2017-05-30,23.568639755249023
2017-05-31,23.53171730041504
2017-06-01,23.60556983947754
2017-06-02,23.81238555908203
2017-06-05,23.7532901763916
2017-06-06,23.642505645751953
2017-06-07,23.768062591552734
2017-06-08,23.657276153564453
2017-06-09,23.768062591552734
2017-06-12,23.92317008972168
2017-06-13,23.982254028320312
2017-06-14,24.056114196777344
2017-06-15,24.174293518066406
2017-06-16,24.160884857177734
2017-06-19,24.175783157348633
2017-06-20,24.1310977935791
2017-06-21,24.078962326049805
2017-06-22,24.09385108947754
2017-06-23,24.1981258392334
2017-06-26,24.309846878051758
2017-06-27,24.213022232055664
2017-06-28,24.242809295654297
2017-06-29,23.997034072875977
2017-06-30,23.982133865356445
2017-07-03,24.2055721282959
2017-07-05,23.915109634399414
2017-07-06,23.483129501342773
2017-07-07,23.617191314697266
2017-07-10,23.430997848510742
2017-07-11,23.39375114440918
2017-07-12,23.699113845825195
2017-07-13,23.743806838989258
2017-07-14,23.982133865356445
2017-07-17,24.034273147583008
2017-07-18,24.004480361938477
2017-07-19,24.1832275390625
2017-07-20,24.11620330810547
2017-07-21,24.160884857177734
2017-07-24,24.14598846435547
2017-07-25,24.14598846435547
2017-07-26,24.34708023071289
2017-07-27,24.324735641479492
2017-07-28,24.309846878051758
2017-07-31,24.272611618041992
2017-08-01,24.376874923706055
2017-08-02,24.257705688476562
2017-08-03,24.1981258392334
2017-08-04,24.272611618041992
2017-08-07,24.257705688476562
2017-08-08,24.14598846435547
2017-08-09,24.175783157348633
2017-08-10,23.95979118347168
2017-08-11,23.803386688232422
2017-08-14,24.1981258392334
2017-08-15,24.153432846069336
2017-08-16,24.22791290283203
2017-08-17,24.05661392211914
2017-08-18,23.87786865234375
2017-08-21,24.123647689819336
2017-08-22,24.108755111694336
2017-08-23,24.354528427124023
2017-08-24,24.309846878051758
2017-08-25,24.429006576538086
2017-08-28,24.302396774291992
2017-08-29,24.287500381469727
2017-08-30,24.399219512939453
2017-08-31,24.518383026123047
2017-09-01,24.518383026123047
2017-09-05,24.49603843688965
2017-09-06,24.533279418945312
2017-09-07,24.719480514526367
2017-09-08,24.726924896240234
2017-09-11,24.905670166015625
2017-09-12,24.637556076049805
2017-09-13,24.533279418945312
2017-09-14,24.704578399658203
2017-09-15,24.79159164428711
2017-09-18,24.649070739746094
2017-09-19,24.401533126831055
2017-09-20,24.334016799926758
2017-09-21,24.29651641845703
2017-09-22,24.08648109436035
2017-09-25,24.176488876342773
2017-09-26,24.19899559020996
2017-09-27,23.996461868286133
2017-09-28,24.168989181518555
2017-09-29,24.184001922607422
2017-10-02,24.093975067138672
2017-10-03,24.08648109436035
2017-10-04,24.29651641845703
2017-10-05,24.37152671813965
2017-10-06,24.30401611328125
2017-10-09,24.356521606445312
2017-10-10,24.39402961730957
2017-10-11,24.529052734375
2017-10-12,24.701576232910156
2017-10-13,24.769092559814453
2017-10-16,24.649070739746094
2017-10-17,24.649070739746094
2017-10-18,24.60405921936035
2017-10-19,24.58905792236328
2017-10-20,24.551559448242188
2017-10-23,24.46154022216797
2017-10-24,24.30401611328125
2017-10-25,24.24400520324707
2017-10-26,24.108980178833008
2017-10-27,24.146484375
2017-10-30,24.29651641845703
2017-10-31,24.379032135009766
2017-11-01,24.356521606445312
2017-11-02,24.566558837890625
2017-11-03,24.566558837890625
2017-11-06,24.941619873046875
2017-11-07,25.174156188964844
2017-11-08,25.361684799194336
2017-11-09,25.361684799194336
2017-11-10,25.361684799194336
2017-11-13,25.436704635620117
2017-11-14,25.414199829101562
2017-11-15,25.226667404174805
2017-11-16,25.32417869567871
2017-11-17,25.174156188964844
2017-11-20,25.114151000976562
2017-11-21,25.24916648864746
2017-11-22,25.166654586791992
2017-11-24,25.256671905517578
2017-11-27,25.181659698486328
2017-11-28,25.12165069580078
2017-11-29,25.06163787841797
2017-11-30,25.091650009155273
2017-12-01,25.136653900146484
2017-12-04,24.806596755981445
2017-12-05,24.709083557128906
2017-12-06,24.746583938598633
2017-12-07,24.844097137451172
2017-12-08,24.90412139892578
2017-12-11,24.96411895751953
2017-12-12,25.076637268066406
2017-12-13,25.069137573242188
2017-12-14,25.091650009155273
2017-12-15,25.171279907226562
2017-12-18,25.25469970703125
2017-12-19,24.776905059814453
2017-12-20,24.511470794677734
2017-12-21,24.42804527282715
2017-12-22,24.587305068969727
2017-12-26,24.716236114501953
2017-12-27,24.81482696533203
2017-12-28,24.958932876586914
2017-12-29,24.981678009033203
2018-01-02,24.837581634521484
2018-01-03,24.84516716003418
2018-01-04,24.420461654663086
2018-01-05,24.47355079650879
2018-01-08,24.640398025512695
2018-01-09,24.359785079956055
2018-01-10,23.980588912963867
2018-01-11,23.82891273498535
2018-01-12,23.654481887817383
2018-01-16,23.76824378967285
2018-01-17,23.904748916625977
2018-01-18,23.677227020263672
2018-01-19,23.844078063964844
2018-01-22,24.07159996032715
2018-01-23,24.443208694458008
2018-01-24,24.374958038330078
2018-01-25,24.321868896484375
2018-01-26,24.39012908935547
2018-01-29,24.109519958496094
2018-01-30,24.01092529296875
2018-01-31,24.503881454467773
2018-02-01,24.056427001953125
2018-02-02,23.78340721130371
2018-02-05,23.16910171508789
2018-02-06,23.123598098754883
2018-02-07,23.017425537109375
2018-02-08,22.29694366455078
2018-02-09,22.820236206054688
2018-02-12,22.880908966064453
2018-02-13,23.047758102416992
2018-02-14,22.90366554260254
2018-02-15,23.116016387939453
2018-02-16,23.267696380615234
2018-02-20,23.032588958740234
2018-02-21,22.607885360717773
2018-02-22,22.865741729736328
2018-02-23,23.282859802246094
2018-02-26,23.366287231445312
2018-02-27,22.865741729736328
2018-02-28,22.83540153503418
2018-03-01,22.721643447875977
2018-03-02,22.64580726623535
2018-03-05,22.96433448791504
2018-03-06,23.055341720581055
2018-03-07,23.153932571411133
2018-03-08,23.335948944091797
2018-03-09,23.487628936767578
2018-03-12,23.601394653320312
2018-03-13,23.677227020263672
2018-03-14,23.722736358642578
2018-03-15,23.722736358642578
2018-03-16,23.847078323364258
2018-03-19,23.610597610473633
2018-03-20,23.602962493896484
2018-03-21,23.389362335205078
2018-03-22,23.305448532104492
2018-03-23,22.93927574157715
2018-03-26,23.252046585083008
2018-03-27,23.29018783569336
2018-03-28,23.717391967773438
2018-03-29,23.709766387939453
2018-04-02,23.419876098632812
2018-04-03,23.503793716430664
2018-04-04,23.77842140197754
2018-04-05,23.801307678222656
2018-04-06,23.557193756103516
2018-04-09,23.549560546875
2018-04-10,23.389362335205078
2018-04-11,23.45039176940918
2018-04-12,23.175758361816406
2018-04-13,23.297821044921875
2018-04-16,23.40462303161621
2018-04-17,23.717391967773438
2018-04-18,23.656368255615234
2018-04-19,23.25967788696289
2018-04-20,23.053701400756836
2018-04-23,23.099475860595703
2018-04-24,23.12236213684082
2018-04-25,23.046072006225586
2018-04-26,23.34359359741211
2018-04-27,23.656368255615234
2018-04-30,23.5648193359375
2018-05-01,23.732648849487305
2018-05-02,23.6258487701416
2018-05-03,23.618221282958984
2018-05-04,23.885229110717773
2018-05-07,23.93099594116211
2018-05-08,23.763166427612305
2018-05-09,23.94624900817871
2018-05-10,24.16748809814453
2018-05-11,24.053054809570312
2018-05-14,23.885229110717773
2018-05-15,23.480907440185547
2018-05-16,23.419876098632812
2018-05-17,23.297821044921875
2018-05-18,23.313074111938477
2018-05-21,23.549560546875
2018-05-22,23.580080032348633
2018-05-23,23.770793914794922
2018-05-24,23.679256439208984
2018-05-25,23.793682098388672
2018-05-29,23.854711532592773
2018-05-30,24.16748809814453
2018-05-31,24.091197967529297
2018-06-01,24.19036865234375
2018-06-04,24.42685317993164
2018-06-05,24.304800033569336
2018-06-06,24.373458862304688
2018-06-07,24.373458862304688
2018-06-08,24.45737075805664
2018-06-11,24.449743270874023
2018-06-12,24.587055206298828
2018-06-13,24.037803649902344
2018-06-14,24.266658782958984
2018-06-15,24.227418899536133
2018-06-18,24.20433807373047
2018-06-19,24.235111236572266
2018-06-20,24.496694564819336
2018-06-21,24.64287757873535
2018-06-22,24.858299255371094
2018-06-25,24.7967472076416
2018-06-26,24.92754554748535
2018-06-27,24.858299255371094
2018-06-28,25.104503631591797
2018-06-29,25.166046142578125
2018-07-02,25.019865036010742
2018-07-03,25.166046142578125
2018-07-05,25.496877670288086
2018-07-06,25.60457992553711
2018-07-09,25.36608123779297
2018-07-10,25.48918342590332
2018-07-11,25.41224479675293
2018-07-12,25.47379493713379
2018-07-13,25.389163970947266
2018-07-16,25.250675201416016
2018-07-17,25.081417083740234
2018-07-18,24.989086151123047
2018-07-19,25.227598190307617
2018-07-20,25.00448226928711
2018-07-23,24.935237884521484
2018-07-24,24.865991592407227
2018-07-25,25.112194061279297
2018-07-26,25.196819305419922
2018-07-27,24.96601104736328
2018-07-30,24.942930221557617
2018-07-31,25.427629470825195
2018-08-01,25.596887588500977
2018-08-02,25.47379493713379
2018-08-03,25.804630279541016
2018-08-06,25.75076675415039
2018-08-07,25.696916580200195
2018-08-08,25.53534507751465
2018-08-09,25.581506729125977
2018-08-10,25.33530616760254
2018-08-13,25.327611923217773
2018-08-14,25.427629470825195
2018-08-15,25.65074920654297
2018-08-16,25.850788116455078
2018-08-17,26.09698486328125
2018-08-20,26.127756118774414
2018-08-21,25.889253616333008
2018-08-22,25.727684020996094
2018-08-23,25.666135787963867
2018-08-24,25.84309196472168
2018-08-27,25.804630279541016
2018-08-28,26.12006378173828
2018-08-29,26.081594467163086
2018-08-30,25.943105697631836
2018-08-31,26.043127059936523
2018-09-04,25.81231117248535
2018-09-05,25.973876953125
2018-09-06,26.058515548706055
2018-09-07,25.727684020996094
2018-09-10,25.86617088317871
2018-09-11,25.873868942260742
2018-09-12,25.89694595336914
2018-09-13,26.058515548706055
2018-09-14,25.83540153503418
2018-09-17,25.981578826904297
2018-09-18,25.827707290649414
2018-09-19,25.581506729125977
2018-09-20,25.773849487304688
2018-09-21,25.77385139465332
2018-09-24,25.26848030090332
2018-09-25,25.245153427124023
2018-09-26,24.96525764465332
2018-09-27,25.043004989624023
2018-09-28,25.354005813598633
2018-10-01,25.159631729125977
2018-10-02,25.081880569458008
2018-10-03,24.794204711914062
2018-10-04,24.677583694458008
2018-10-05,24.685359954833984
2018-10-08,25.004131317138672
2018-10-09,25.089658737182617
2018-10-10,24.693138122558594
2018-10-11,23.970064163208008
2018-10-12,23.95451545715332
2018-10-15,24.10224723815918
2018-10-16,24.553186416625977
2018-10-17,24.483213424682617
2018-10-18,24.490989685058594
2018-10-19,24.739782333374023
2018-10-22,24.389911651611328
2018-10-23,24.545408248901367
2018-10-24,24.833086013793945
2018-10-25,25.128528594970703
2018-10-26,24.475435256958008
2018-10-29,24.879730224609375
2018-10-30,25.291805267333984
2018-10-31,24.9497013092041
2018-11-01,25.043004989624023
2018-11-02,24.833086013793945
2018-11-05,25.245153427124023
2018-11-06,25.38510513305664
2018-11-07,25.664997100830078
2018-11-08,25.719419479370117
2018-11-09,25.75052261352539
2018-11-12,25.80495262145996
2018-11-13,25.859371185302734
2018-11-14,25.851600646972656
2018-11-15,25.649450302124023
2018-11-16,26.01486587524414
2018-11-19,26.0848445892334
2018-11-20,25.742748260498047
2018-11-21,25.727197647094727
2018-11-23,25.633901596069336
2018-11-26,25.688325881958008
2018-11-27,25.828277587890625
2018-11-28,26.038198471069336
2018-11-29,26.069293975830078
2018-11-30,26.318092346191406
2018-12-03,26.44249153137207
2018-12-04,26.092620849609375
2018-12-06,26.80791473388672
2018-12-07,26.40361213684082
2018-12-10,26.30254364013672
2018-12-11,26.34918975830078
2018-12-12,25.851600646972656
2018-12-13,26.030424118041992
2018-12-14,25.983766555786133
2018-12-17,25.011903762817383
2018-12-18,25.260704040527344
2018-12-19,25.027454376220703
2018-12-20,24.724233627319336
2018-12-21,24.34587287902832
2018-12-24,23.449125289916992
2018-12-26,24.1964111328125
2018-12-27,24.25147247314453
2018-12-28,24.338003158569336
2018-12-31,24.38520622253418
2019-01-02,23.826704025268555
2019-01-03,23.936830520629883
2019-01-04,24.180683135986328
2019-01-07,24.38520622253418
2019-01-08,24.80997657775879
2019-01-09,24.70770835876465
2019-01-10,25.10102081298828
2019-01-11,25.148221969604492
2019-01-14,25.069564819335938
2019-01-15,25.352746963500977
2019-01-16,25.47073745727539
2019-01-17,25.596595764160156
2019-01-18,25.690994262695312
2019-01-22,25.64379119873047
2019-01-23,25.659523010253906
2019-01-24,25.76178550720215
2019-01-25,26.060705184936523
2019-01-28,26.320280075073242
2019-01-29,26.52480697631836
2019-01-30,26.745058059692383
2019-01-31,27.0046443939209
2019-02-01,26.839448928833008
2019-02-04,26.99677848815918
2019-02-05,27.17770004272461
2019-02-06,26.965307235717773
2019-02-07,27.19343376159668
2019-02-08,27.19343376159668
2019-02-11,27.2720890045166
2019-02-12,27.083297729492188
2019-02-13,27.264232635498047
2019-02-14,27.366493225097656
2019-02-15,27.53167724609375
2019-02-19,27.563140869140625
2019-02-20,27.390092849731445
2019-02-21,27.437280654907227
2019-02-22,27.5946044921875
2019-02-25,27.366493225097656
2019-02-26,27.31142234802246
2019-02-27,27.224897384643555
2019-02-28,27.303560256958008
2019-03-01,27.2720890045166
2019-03-04,27.38222312927246
2019-03-05,27.460886001586914
2019-03-06,27.390092849731445
2019-03-07,27.366493225097656
2019-03-08,27.390092849731445
2019-03-11,27.81485939025879
2019-03-12,27.96432113647461
2019-03-13,28.09804344177246
2019-03-14,28.168846130371094
2019-03-15,28.053335189819336
2019-03-18,27.910934448242188
2019-03-19,27.831825256347656
2019-03-20,27.958398818969727
2019-03-21,28.456815719604492
2019-03-22,28.32231903076172
2019-03-25,28.346057891845703
2019-03-26,28.52009391784668
2019-03-27,28.42516326904297
2019-03-28,28.662508010864258
2019-03-29,28.65459632873535
2019-04-01,28.567569732666016
2019-04-02,28.812816619873047
2019-04-03,28.781171798706055
2019-04-04,28.694150924682617
2019-04-05,28.91566276550293
2019-04-08,28.773250579833984
2019-04-09,28.686243057250977
2019-04-10,28.91566276550293
2019-04-11,28.876110076904297
2019-04-12,29.034330368041992
2019-04-15,28.860286712646484
2019-04-16,28.179916381835938
2019-04-17,27.8872013092041
2019-04-18,28.10871696472168
2019-04-22,27.800186157226562
2019-04-23,28.11662483215332
2019-04-24,28.31440544128418
2019-04-25,28.282756805419922
2019-04-26,28.472637176513672
2019-04-29,28.179916381835938
2019-04-30,28.504276275634766
2019-05-01,28.504276275634766
2019-05-02,28.559659957885742
2019-05-03,28.75743865966797
2019-05-06,28.63876724243164
2019-05-07,28.148277282714844
2019-05-08,28.148277282714844
2019-05-09,28.243209838867188
2019-05-10,28.567569732666016
2019-05-13,28.567569732666016
2019-05-14,28.6704158782959
2019-05-15,28.860286712646484
2019-05-16,29.026426315307617
2019-05-17,28.98686408996582
2019-05-20,28.52009391784668
2019-05-21,28.75743865966797
2019-05-22,28.89193344116211
2019-05-23,29.034330368041992
2019-05-24,29.073884963989258
2019-05-28,28.773250579833984
2019-05-29,28.440998077392578
2019-05-30,28.61502456665039
2019-05-31,28.85238265991211
2019-06-03,28.963134765625
2019-06-04,28.804906845092773
2019-06-05,29.461538314819336
2019-06-06,29.516929626464844
2019-06-07,29.611854553222656
2019-06-10,29.509002685546875
2019-06-11,29.56438636779785
2019-06-12,29.675142288208008
2019-06-13,29.71470069885254
2019-06-14,29.841283798217773
2019-06-17,30.1656436920166
2019-06-18,30.0786190032959
2019-06-19,30.276397705078125
2019-06-20,30.45836639404297
2019-06-21,30.117860794067383
2019-06-24,29.966367721557617
