date,XLE
2000-10-03,8.47990894317627
2000-10-04,8.230145454406738
2000-10-05,8.218255996704102
2000-10-06,8.182579040527344
2000-10-09,8.309435844421387
2000-10-10,8.495768547058105
2000-10-11,8.575054168701172
2000-10-12,8.705880165100098
2000-10-13,8.372864723205566
2000-10-16,8.2935791015625
2000-10-17,8.297545433044434
2000-10-18,8.186539649963379
2000-10-19,8.226186752319336
2000-10-20,8.388725280761719
2000-10-23,8.25393295288086
2000-10-24,8.115179061889648
2000-10-25,7.916959762573242
2000-10-26,7.952640533447266
2000-10-27,7.8971357345581055
2000-10-30,8.031923294067383
2000-10-31,8.087430953979492
2000-11-01,8.349082946777344
2000-11-02,8.05571460723877
2000-11-03,8.024002075195312
2000-11-06,8.05571460723877
2000-11-07,8.119146347045898
2000-11-08,8.198432922363281
2000-11-09,8.11121940612793
2000-11-10,8.135001182556152
2000-11-13,8.071574211120605
2000-11-14,8.119146347045898
2000-11-15,8.277724266052246
2000-11-16,8.309435844421387
2000-11-17,8.242047309875488
2000-11-20,8.202397346496582
2000-11-21,8.388725280761719
2000-11-22,8.25393295288086
2000-11-24,8.372864723205566
2000-11-27,8.305474281311035
2000-11-28,8.297545433044434
2000-11-29,7.932819366455078
2000-11-30,7.663238048553467
2000-12-01,7.833707809448242
2000-12-04,7.968498229980469
2000-12-05,7.801990509033203
2000-12-06,7.738560199737549
2000-12-07,7.86542272567749
2000-12-08,7.861459732055664
2000-12-11,7.885247230529785
2000-12-12,7.976423740386963
2000-12-13,7.992286205291748
2000-12-14,7.746489524841309
2000-12-15,7.837242126464844
2000-12-18,8.07979679107666
2000-12-19,8.218964576721191
2000-12-20,7.97641134262085
2000-12-21,8.036056518554688
2000-12-22,8.143415451049805
2000-12-26,8.48537826538086
2000-12-27,8.477420806884766
2000-12-28,8.616594314575195
2000-12-29,8.445612907409668
2001-01-02,8.465497970581055
2001-01-03,8.207038879394531
2001-01-04,7.9525580406188965
2001-01-05,8.123536109924316
2001-01-08,8.095703125
2001-01-09,7.932674884796143
2001-01-10,7.984367847442627
2001-01-11,8.071844100952148
2001-01-12,8.020153999328613
2001-01-16,8.016175270080566
2001-01-17,7.97641134262085
2001-01-18,7.82531213760376
2001-01-19,7.78952693939209
2001-01-22,7.873033046722412
2001-01-23,7.996297359466553
2001-01-24,7.988345623016357
2001-01-25,8.226922035217285
2001-01-26,8.087746620178223
2001-01-29,8.021265983581543
2001-01-30,8.08997631072998
2001-01-31,8.176501274108887
2001-02-01,8.072162628173828
2001-02-02,8.207038879394531
2001-02-05,8.372452735900879
2001-02-06,8.425891876220703
2001-02-07,8.448796272277832
2001-02-08,8.494601249694824
2001-02-09,8.632022857666016
2001-02-12,8.517504692077637
2001-02-13,8.499696731567383
2001-02-14,8.438618659973145
2001-02-15,8.329188346862793
2001-02-16,8.40298843383789
2001-02-20,8.354637145996094
2001-02-21,8.298649787902832
2001-02-22,8.257932662963867
2001-02-23,8.153594017028809
2001-02-26,8.24266529083252
2001-02-27,8.191765785217285
2001-02-28,8.077253341674805
2001-03-01,8.168863296508789
2001-03-02,8.354637145996094
2001-03-05,8.400443077087402
2001-03-06,8.443705558776855
2001-03-07,8.624388694763184
2001-03-08,8.710912704467773
2001-03-09,8.67019271850586
2001-03-12,8.38262939453125
2001-03-13,8.283385276794434
2001-03-14,8.158682823181152
2001-03-15,8.163774490356445
2001-03-16,8.027722358703613
2001-03-19,8.129825592041016
2001-03-20,8.201298713684082
2001-03-21,7.966462135314941
2001-03-22,7.731633186340332
2001-03-23,7.79289436340332
2001-03-26,7.894996166229248
2001-03-27,7.938385963439941
2001-03-28,7.823523044586182
2001-03-29,7.65760612487793
2001-03-30,7.836284637451172
2001-04-02,7.69079065322876
2001-04-03,7.478932857513428
2001-04-04,7.611663341522217
2001-04-05,7.810761451721191
2001-04-06,7.820969104766846
2001-04-09,8.004751205444336
2001-04-10,8.14258861541748
2001-04-11,7.997093200683594
2001-04-12,8.081328392028809
2001-04-16,8.239587783813477
2001-04-17,8.282975196838379
2001-04-18,8.239587783813477
2001-04-19,8.09664535522461
2001-04-20,8.183427810668945
2001-04-23,8.400399208068848
2001-04-24,8.415708541870117
2001-04-25,8.535679817199707
2001-04-26,8.704144477844238
2001-04-27,8.645437240600586
2001-04-30,8.645437240600586
2001-05-01,8.589282035827637
2001-05-02,8.254905700683594
2001-05-03,8.214058876037598
2001-05-04,8.344239234924316
2001-05-07,8.367209434509277
2001-05-08,8.359554290771484
2001-05-09,8.507598876953125
2001-05-10,8.446338653564453
2001-05-11,8.364660263061523
2001-05-14,8.494841575622559
2001-05-15,8.571414947509766
2001-05-16,8.6428861618042
2001-05-17,8.670963287353516
2001-05-18,8.852195739746094
2001-05-21,8.831779479980469
2001-05-22,8.742435455322266
2001-05-23,8.609701156616211
2001-05-24,8.59438705444336
2001-05-25,8.520363807678223
2001-05-29,8.507598876953125
2001-05-30,8.474420547485352
2001-05-31,8.563756942749023
2001-06-01,8.525474548339844
2001-06-04,8.640334129333496
2001-06-05,8.665858268737793
2001-06-06,8.446338653564453
2001-06-07,8.346795082092285
2001-06-08,8.369762420654297
2001-06-11,8.392740249633789
2001-06-12,8.456551551818848
2001-06-13,8.415708541870117
2001-06-14,8.244688987731934
2001-06-15,8.306496620178223
2001-06-18,8.21417236328125
2001-06-19,8.206482887268066
2001-06-20,8.052607536315918
2001-06-21,7.932076930999756
2001-06-22,8.08594799041748
2001-06-25,7.991059303283691
2001-06-26,8.039787292480469
2001-06-27,7.847444534301758
2001-06-28,7.6807541847229
2001-06-29,7.783333778381348
2001-07-02,7.762816429138184
2001-07-03,7.752553462982178
2001-07-05,7.821796417236328
2001-07-06,7.793590068817139
2001-07-09,7.683311462402344
2001-07-10,7.693573474884033
2001-07-11,7.590991497039795
2001-07-12,7.580733776092529
2001-07-13,7.608947277069092
2001-07-16,7.483282566070557
2001-07-17,7.449944019317627
2001-07-18,7.3704447746276855
2001-07-19,7.447380542755127
2001-07-20,7.606381416320801
2001-07-23,7.519184589385986
2001-07-24,7.24990701675415
2001-07-25,7.585865497589111
2001-07-26,7.739738464355469
2001-07-27,7.775642395019531
2001-07-30,7.783333778381348
2001-07-31,7.693573474884033
2001-08-01,7.665365219116211
2001-08-02,7.660237789154053
2001-08-03,7.544834613800049
2001-08-06,7.534572601318359
2001-08-07,7.534572601318359
2001-08-08,7.380703449249268
2001-08-09,7.424295425415039
2001-08-10,7.431990146636963
2001-08-13,7.467897891998291
2001-08-14,7.508927822113037
2001-08-15,7.621769428253174
2001-08-16,7.578172206878662
2001-08-17,7.521751403808594
2001-08-20,7.467897891998291
2001-08-21,7.462765693664551
2001-08-22,7.467897891998291
2001-08-23,7.534572601318359
2001-08-24,7.596124649047852
2001-08-27,7.585865497589111
2001-08-28,7.5063652992248535
2001-08-29,7.475589752197266
2001-08-30,7.3678789138793945
2001-08-31,7.3678789138793945
2001-09-04,7.411474704742432
2001-09-05,7.43712043762207
2001-09-06,7.385831832885742
2001-09-07,7.380703449249268
2001-09-10,7.403781414031982
2001-09-17,7.252475261688232
2001-09-18,6.901137351989746
2001-09-19,6.652378082275391
2001-09-20,6.4651665687561035
2001-09-21,6.468002796173096
2001-09-24,6.297791957855225
2001-09-25,6.228164196014404
2001-09-26,6.184321880340576
2001-09-27,6.429316997528076
2001-09-28,6.658846855163574
2001-10-01,6.566006660461426
2001-10-02,6.710424423217773
2001-10-03,6.8032660484313965
2001-10-04,6.963160037994385
2001-10-05,7.014742374420166
2001-10-08,7.0276336669921875
2001-10-09,7.040531158447266
2001-10-10,7.3525848388671875
2001-10-11,7.35000467300415
2001-10-12,7.301003456115723
2001-10-15,7.166902542114258
2001-10-16,7.252003192901611
2001-10-17,7.2158966064453125
2001-10-18,6.924478530883789
2001-10-19,6.9502692222595215
2001-10-22,7.03537654876709
2001-10-23,7.009580135345459
2001-10-24,6.911584377288818
2001-10-25,7.086948394775391
2001-10-26,7.223633766174316
2001-10-29,7.156583309173584
2001-10-30,6.916744709014893
2001-10-31,6.92705774307251
2001-11-01,7.032796382904053
2001-11-02,6.841951847076416
2001-11-05,6.800686836242676
2001-11-06,6.75942325592041
2001-11-07,6.787795543670654
2001-11-08,6.919318199157715
2001-11-09,7.053424835205078
2001-11-12,7.03537654876709
2001-11-13,7.092108726501465
2001-11-14,6.746531963348389
2001-11-15,6.4061102867126465
2001-11-16,6.524738788604736
2001-11-19,6.5092692375183105
2001-11-20,6.749111175537109
2001-11-21,6.661425590515137
2001-11-23,6.723319053649902
2001-11-26,6.612424850463867
2001-11-27,6.617582321166992
2001-11-28,6.462845802307129
2001-11-29,6.573741436004639
2001-11-30,6.540216445922852
2001-12-03,6.6278977394104
2001-12-04,6.720741271972656
2001-12-05,6.860004901885986
2001-12-06,6.656265735626221
2001-12-07,6.700108051300049
2001-12-10,6.607265472412109
2001-12-11,6.498950958251953
2001-12-12,6.514425754547119
2001-12-13,6.408688068389893
2001-12-14,6.473163604736328
2001-12-17,6.457688331604004
2001-12-18,6.542792320251465
2001-12-19,6.692376136779785
2001-12-20,6.661425590515137
2001-12-21,6.707003116607666
2001-12-24,6.818354606628418
2001-12-26,6.937475681304932
2001-12-27,6.960777759552002
2001-12-28,6.991858005523682
2001-12-31,6.914165496826172
2002-01-02,6.862374305725098
2002-01-03,6.8209428787231445
2002-01-04,6.852015972137451
2002-01-07,6.849428653717041
2002-01-08,6.789867401123047
2002-01-09,6.797637462615967
2002-01-10,6.745845794677734
2002-01-11,6.616364002227783
2002-01-14,6.536087989807129
2002-01-15,6.642265319824219
2002-01-16,6.505014419555664
2002-01-17,6.502426624298096
2002-01-18,6.448045253753662
2002-01-22,6.401430130004883
2002-01-23,6.58270263671875
2002-01-24,6.673340320587158
2002-01-25,6.745845794677734
2002-01-28,6.642265319824219
2002-01-29,6.460993766784668
2002-01-30,6.512782573699951
2002-01-31,6.668155670166016
2002-02-01,6.704412460327148
2002-02-04,6.52573299407959
2002-02-05,6.481710433959961
2002-02-06,6.52573299407959
2002-02-07,6.450632572174072
2002-02-08,6.523141384124756
2002-02-11,6.6085991859436035
2002-02-12,6.5775227546691895
2002-02-13,6.616364002227783
2002-02-14,6.670746803283691
2002-02-15,6.675928592681885
2002-02-19,6.616364002227783
2002-02-20,6.595650672912598
2002-02-21,6.673340320587158
2002-02-22,6.857194900512695
2002-02-25,6.955600261688232
2002-02-26,6.919345378875732
2002-02-27,6.914165496826172
2002-02-28,6.896042346954346
2002-03-01,6.994444847106934
2002-03-04,7.147228717803955
2002-03-05,7.1498212814331055
2002-03-06,7.287064075469971
2002-03-07,7.341446876525879
2002-03-08,7.307782173156738
2002-03-11,7.385471343994141
2002-03-12,7.450211524963379
2002-03-13,7.4010090827941895
2002-03-14,7.3984174728393555
2002-03-15,7.451943874359131
2002-03-18,7.509103775024414
2002-03-19,7.600048542022705
2002-03-20,7.519497394561768
2002-03-21,7.561074733734131
2002-03-22,7.384387969970703
2002-03-25,7.316832542419434
2002-03-26,7.376589298248291
2002-03-27,7.5480804443359375
2002-03-28,7.5065083503723145
2002-04-01,7.5584716796875
2002-04-02,7.65201473236084
2002-04-03,7.485718250274658
2002-04-04,7.350609302520752
2002-04-05,7.267462730407715
2002-04-08,7.3791913986206055
2002-04-09,7.2726593017578125
2002-04-10,7.355808258056641
2002-04-11,7.280455112457275
2002-04-12,7.041411876678467
2002-04-15,7.17911958694458
2002-04-16,7.314233779907227
2002-04-17,7.405170917510986
2002-04-18,7.441551685333252
2002-04-19,7.47532844543457
2002-04-22,7.402573108673096
2002-04-23,7.384387969970703
2002-04-24,7.251873016357422
2002-04-25,7.303839206695557
2002-04-26,7.223293781280518
2002-04-29,7.1765217781066895
2002-04-30,7.236283302307129
2002-05-01,7.280455112457275
2002-05-02,7.335019111633301
2002-05-03,7.361001014709473
2002-05-06,7.108968257904053
2002-05-07,7.0751872062683105
2002-05-08,7.223293781280518
2002-05-09,7.158334255218506
2002-05-10,7.153138160705566
2002-05-13,7.290847301483154
2002-05-14,7.311635494232178
2002-05-15,7.189515113830566
2002-05-16,7.2726593017578125
2002-05-17,7.212903022766113
2002-05-20,7.163531303405762
2002-05-21,7.168729782104492
2002-05-22,7.288250923156738
2002-05-23,7.350609302520752
2002-05-24,7.270064830780029
2002-05-28,7.212903022766113
2002-05-29,7.1453447341918945
2002-05-30,7.007631778717041
2002-05-31,7.108968257904053
2002-06-03,6.88551139831543
2002-06-04,6.88551139831543
2002-06-05,6.859530448913574
2002-06-06,6.786777496337891
2002-06-07,6.856930255889893
2002-06-10,6.729615211486816
2002-06-11,6.6282806396484375
2002-06-12,6.721818923950195
2002-06-13,6.714024066925049
2002-06-14,6.706231594085693
2002-06-17,6.880312442779541
2002-06-18,6.846534252166748
2002-06-19,6.778981685638428
2002-06-20,6.765991687774658
2002-06-21,6.723119735717773
2002-06-24,6.783243656158447
2002-06-25,6.754488468170166
2002-06-26,6.757101535797119
2002-06-27,6.7910871505737305
2002-06-28,6.848593235015869
2002-07-01,6.783243656158447
2002-07-02,6.649930477142334
2002-07-03,6.691755294799805
2002-07-05,6.848593235015869
2002-07-08,6.7649455070495605
2002-07-09,6.681299209594727
2002-07-10,6.396373748779297
2002-07-11,6.273518085479736
2002-07-12,6.1611175537109375
2002-07-15,6.025193214416504
2002-07-16,5.933701515197754
2002-07-17,5.99905252456665
2002-07-18,5.95984411239624
2002-07-19,5.593885898590088
2002-07-22,5.251458644866943
2002-07-23,5.175652503967285
2002-07-24,5.518084526062012
2002-07-25,5.494555473327637
2002-07-26,5.5677490234375
2002-07-29,5.889266014099121
2002-07-30,5.797778129577637
2002-07-31,5.899722099304199
2002-08-01,5.552061557769775
2002-08-02,5.489330291748047
2002-08-05,5.285438537597656
2002-08-06,5.476257801055908
2002-08-07,5.554678916931152
2002-08-08,5.789935111999512
2002-08-09,5.89449405670166
2002-08-12,5.881424427032471
2002-08-13,5.792550563812256
2002-08-14,6.0199666023254395
2002-08-15,6.189871788024902
2002-08-16,6.090543270111084
2002-08-19,6.140205383300781
2002-08-20,5.985983371734619
2002-08-21,5.99905252456665
2002-08-22,6.168959140777588
2002-08-23,6.069631099700928
2002-08-26,6.150661945343018
2002-08-27,6.148049831390381
2002-08-28,6.00166654586792
2002-08-29,5.949385166168213
2002-08-30,5.988596439361572
2002-09-03,5.750725269317627
2002-09-04,5.737655162811279
2002-09-05,5.748112201690674
2002-09-06,5.842214584350586
2002-09-09,5.834372520446777
2002-09-10,5.95984411239624
2002-09-11,5.928475856781006
2002-09-12,5.7820916175842285
2002-09-13,5.844829082489014
2002-09-16,5.886651992797852
2002-09-17,5.695831298828125
2002-09-18,5.711516380310059
2002-09-19,5.5494489669799805
2002-09-20,5.590188503265381
2002-09-23,5.558650016784668
2002-09-24,5.39832878112793
2002-09-25,5.545507907867432
2002-09-26,5.779418468475342
2002-09-27,5.671661376953125
2002-09-30,5.561278343200684
2002-10-01,5.737367153167725
2002-10-02,5.674291133880615
2002-10-03,5.711083889007568
2002-10-04,5.613841533660889
2002-10-07,5.542878150939941
2002-10-08,5.4824299812316895
2002-10-09,5.374675273895264
2002-10-10,5.500829696655273
2002-10-11,5.5928168296813965
2002-10-14,5.747880458831787
2002-10-15,5.921341419219971
2002-10-16,5.829355716705322
2002-10-17,5.952877998352051
2002-10-18,5.947624206542969
2002-10-21,5.976535320281982
2002-10-22,5.8083295822143555
2002-10-23,5.902942657470703
2002-10-24,5.805699825286865
2002-10-25,5.716342926025391
2002-10-28,5.705831527709961
2002-10-29,5.540251731872559
2002-10-30,5.7242279052734375
2002-10-31,5.663775444030762
2002-11-01,5.813583850860596
2002-11-04,5.716342926025391
2002-11-05,5.834610939025879
2002-11-06,5.887176036834717
2002-11-07,5.77678918838501
2002-11-08,5.742623329162598
2002-11-11,5.671661376953125
2002-11-12,5.653265953063965
2002-11-13,5.5271100997924805
2002-11-14,5.705831527709961
2002-11-15,5.750504970550537
2002-11-18,5.755767822265625
2002-11-19,5.755767822265625
2002-11-20,5.868776798248291
2002-11-21,5.91345739364624
2002-11-22,5.787304878234863
2002-11-25,5.834610939025879
2002-11-26,5.7242279052734375
2002-11-27,5.826725959777832
2002-11-29,5.8976898193359375
2002-12-02,5.916084289550781
2002-12-03,5.97390604019165
2002-12-04,5.921341419219971
2002-12-05,5.960763931274414
2002-12-06,6.018586158752441
2002-12-09,5.91345739364624
2002-12-10,6.0054450035095215
2002-12-11,5.97390604019165
2002-12-12,6.026467800140381
2002-12-13,6.0107011795043945
2002-12-16,6.113201141357422
2002-12-17,6.050124168395996
2002-12-18,6.000189781188965
2002-12-19,5.939741134643555
2002-12-20,6.060203552246094
2002-12-23,6.086620330810547
2002-12-24,6.057559490203857
2002-12-26,5.988877296447754
2002-12-27,5.859429836273193
2002-12-30,5.888491153717041
2002-12-31,5.899055480957031
2003-01-02,6.023218631744385
2003-01-03,6.0126495361328125
2003-01-06,6.062845230102539
2003-01-07,5.864712238311768
2003-01-08,5.809236526489258
2003-01-09,5.88320255279541
2003-01-10,5.835651874542236
2003-01-13,5.814518928527832
2003-01-14,5.838294982910156
2003-01-15,5.856787204742432
2003-01-16,5.914906978607178
2003-01-17,5.869997024536133
2003-01-21,5.732625484466553
2003-01-22,5.716773509979248
2003-01-23,5.732625484466553
2003-01-24,5.632237434387207
2003-01-27,5.455237865447998
2003-01-28,5.547700881958008
2003-01-29,5.727339744567871
2003-01-30,5.637521266937256
2003-01-31,5.751114368438721
2003-02-03,5.796026229858398
2003-02-04,5.835651874542236
2003-02-05,5.793386936187744
2003-02-06,5.7696099281311035
2003-02-07,5.716773509979248
2003-02-10,5.790743350982666
2003-02-11,5.753759384155273
2003-02-12,5.653369426727295
2003-02-13,5.626953601837158
2003-02-14,5.671863555908203
2003-02-18,5.764326572418213
2003-02-19,5.759041786193848
2003-02-20,5.745833873748779
2003-02-21,5.872637748718262
2003-02-24,5.922834396362305
2003-02-25,5.8911309242248535
2003-02-26,5.906981468200684
2003-02-27,5.872637748718262
2003-02-28,5.9201860427856445
2003-03-03,5.941323280334473
2003-03-04,5.912264823913574
2003-03-05,5.965097904205322
2003-03-06,5.970385551452637
2003-03-07,5.970385551452637
2003-03-10,5.909624099731445
2003-03-11,5.851503372192383
2003-03-12,5.759041786193848
2003-03-13,5.7828168869018555
2003-03-14,5.759041786193848
2003-03-17,5.833011150360107
2003-03-18,5.943965435028076
2003-03-19,5.951890468597412
2003-03-20,6.010008335113525
2003-03-21,5.943353176116943
2003-03-24,5.855716228485107
2003-03-25,5.90883207321167
2003-03-26,5.922107696533203
2003-03-27,5.969907283782959
2003-03-28,6.023022174835205
2003-03-31,5.927417278289795
2003-04-01,6.0389580726623535
2003-04-02,6.025678634643555
2003-04-03,5.914137363433838
2003-04-04,5.946009159088135
2003-04-07,5.900863170623779
2003-04-08,5.829158782958984
2003-04-09,5.826502799987793
2003-04-10,5.90617561340332
2003-04-11,5.871650218963623
2003-04-14,5.900863170623779
2003-04-15,5.884928226470947
2003-04-16,5.8052568435668945
2003-04-17,5.922107696533203
2003-04-21,5.9194536209106445
2003-04-22,6.001779079437256
2003-04-23,6.001779079437256
2003-04-24,5.980532169342041
2003-04-25,5.90617561340332
2003-04-28,5.9327287673950195
2003-04-29,5.850404739379883
2003-04-30,5.876959800720215
2003-05-01,5.90617561340332
2003-05-02,5.99912166595459
2003-05-05,6.03630256652832
2003-05-06,6.028332233428955
2003-05-07,6.06817102432251
2003-05-08,6.076137542724609
2003-05-09,6.115971088409424
2003-05-12,6.145182132720947
2003-05-13,6.214229106903076
2003-05-14,6.240786075592041
2003-05-15,6.243442535400391
2003-05-16,6.264687538146973
2003-05-19,6.20095157623291
2003-05-20,6.177052021026611
2003-05-21,6.360289573669434
2003-05-22,6.347010612487793
2003-05-23,6.405435562133789
2003-05-27,6.532907962799072
2003-05-28,6.455894947052002
2003-05-29,6.394812107086182
2003-05-30,6.501038551330566
2003-06-02,6.535562038421631
2003-06-03,6.5833659172058105
2003-06-04,6.62585973739624
2003-06-05,6.5913310050964355
2003-06-06,6.578052997589111
2003-06-09,6.5674309730529785
2003-06-10,6.607266426086426
2003-06-11,6.798474311828613
2003-06-12,6.737392902374268
2003-06-13,6.62585973739624
2003-06-16,6.617887496948242
2003-06-17,6.554155349731445
2003-06-18,6.514315605163574
2003-06-19,6.5488409996032715
2003-06-20,6.524293899536133
2003-06-23,6.505615234375
2003-06-24,6.500277996063232
2003-06-25,6.510951995849609
2003-06-26,6.481600284576416
2003-06-27,6.457581996917725
2003-06-30,6.4175543785095215
2003-07-01,6.4122185707092285
2003-07-02,6.404210567474365
2003-07-03,6.393538475036621
2003-07-07,6.3508453369140625
2003-07-08,6.340170860290527
2003-07-09,6.404210567474365
2003-07-10,6.308145523071289
2003-07-11,6.326828479766846
2003-07-14,6.2707929611206055
2003-07-15,6.21742582321167
2003-07-16,6.158718109130859
2003-07-17,6.198744297027588
2003-07-18,6.340170860290527
2003-07-21,6.305479049682617
2003-07-22,6.28947114944458
2003-07-23,6.254777431488037
2003-07-24,6.196076393127441
2003-07-25,6.25211238861084
2003-07-28,6.225428581237793
2003-07-29,6.137371063232422
2003-07-30,6.145378112792969
2003-07-31,6.19074010848999
2003-08-01,6.1747283935546875
2003-08-04,6.1106858253479
2003-08-05,6.08400297164917
2003-08-06,6.19074010848999
2003-08-07,6.345509052276611
2003-08-08,6.364188194274902
2003-08-11,6.393538475036621
2003-08-12,6.438905715942383
2003-08-13,6.433563709259033
2003-08-14,6.457581996917725
2003-08-15,6.478929042816162
2003-08-18,6.478929042816162
2003-08-19,6.449576377868652
2003-08-20,6.478929042816162
2003-08-21,6.540300369262695
2003-08-22,6.438905715942383
2003-08-25,6.438905715942383
2003-08-26,6.444238662719727
2003-08-27,6.470922470092773
2003-08-28,6.577662467956543
2003-08-29,6.585667610168457
2003-09-02,6.628359317779541
2003-09-03,6.631028175354004
2003-09-04,6.620354652404785
2003-09-05,6.591001987457275
2003-09-08,6.68172550201416
2003-09-09,6.609681606292725
2003-09-10,6.540300369262695
2003-09-11,6.526956558227539
