date,EEM
2003-08-01,9.098185539245605
2003-08-04,9.058060646057129
2003-08-05,8.960614204406738
2003-08-06,8.920494079589844
2003-08-07,8.985692024230957
2003-08-08,9.045878410339355
2003-08-11,9.08528995513916
2003-08-12,9.121113777160645
2003-08-13,9.250082969665527
2003-08-14,9.371888160705566
2003-08-15,9.2787446975708
2003-08-18,9.476499557495117
2003-08-19,9.523072242736816
2003-08-20,9.524504661560059
2003-08-21,9.699334144592285
2003-08-22,9.748770713806152
2003-08-25,9.672819137573242
2003-08-26,9.554596900939941
2003-08-27,9.665656089782715
2003-08-28,9.733007431030273
2003-08-29,9.803224563598633
2003-09-02,9.948675155639648
2003-09-03,10.02749252319336
2003-09-04,10.063314437866211
2003-09-05,10.054001808166504
2003-09-08,10.244596481323242
2003-09-09,10.066898345947266
2003-09-10,9.899235725402832
2003-09-11,9.887772560119629
2003-09-12,9.957991600036621
2003-09-15,9.81110668182373
2003-09-16,10.013161659240723
2003-09-17,9.970172882080078
2003-09-18,10.08481502532959
2003-09-19,10.038237571716309
2003-09-22,9.87415885925293
2003-09-23,9.89852237701416
2003-09-24,9.916433334350586
2003-09-25,9.769550323486328
2003-09-26,9.701480865478516
2003-09-29,9.770263671875
2003-09-30,9.739457130432129
2003-10-01,9.99524974822998
2003-10-02,10.138548851013184
2003-10-03,10.238861083984375
2003-10-06,10.278268814086914
2003-10-07,10.2675199508667
2003-10-08,10.34418773651123
2003-10-09,10.518298149108887
2003-10-10,10.64726734161377
2003-10-13,10.808483123779297
2003-10-14,10.602128028869629
2003-10-15,10.73038101196289
2003-10-16,10.727514266967773
2003-10-17,10.662318229675293
2003-10-20,10.721783638000488
2003-10-21,10.775522232055664
2003-10-22,10.617175102233887
2003-10-23,10.460976600646973
2003-10-24,10.405804634094238
2003-10-27,10.525463104248047
2003-10-28,10.669482231140137
2003-10-29,10.75832462310791
2003-10-30,10.719636917114258
2003-10-31,10.63365364074707
2003-11-03,10.887297630310059
2003-11-04,10.91739273071289
2003-11-05,10.931721687316895
2003-11-06,10.853619575500488
2003-11-07,10.865086555480957
2003-11-10,10.715336799621582
2003-11-11,10.577766418457031
2003-11-12,10.76620864868164
2003-11-13,10.849320411682129
2003-11-14,10.794151306152344
2003-11-17,10.583498001098633
2003-11-18,10.604277610778809
2003-11-19,10.535494804382324
2003-11-20,10.399357795715332
2003-11-21,10.489638328552246
2003-11-24,10.603558540344238
2003-11-25,10.640104293823242
2003-11-26,10.737549781799316
2003-11-28,10.833560943603516
2003-12-01,11.143808364868164
2003-12-02,11.094368934631348
2003-12-03,11.055675506591797
2003-12-04,10.979726791381836
2003-12-05,10.95894718170166
2003-12-08,10.980445861816406
2003-12-09,10.934584617614746
2003-12-10,10.890880584716797
2003-12-11,11.089354515075684
2003-12-12,11.140222549438477
2003-12-15,11.148820877075195
2003-12-16,11.102248191833496
2003-12-17,10.97327995300293
2003-12-18,11.150251388549805
2003-12-19,11.177485466003418
2003-12-22,11.335315704345703
2003-12-23,11.36625862121582
2003-12-24,11.40296459197998
2003-12-26,11.431756973266602
2003-12-29,11.60448169708252
2003-12-30,11.65989875793457
2003-12-31,11.806902885437012
2004-01-02,12.06978988647461
2004-01-05,12.49328899383545
2004-01-06,12.35212230682373
2004-01-07,12.380929946899414
2004-01-08,12.427745819091797
2004-01-09,12.405418395996094
2004-01-12,12.394618034362793
2004-01-13,12.324029922485352
2004-01-14,12.343476295471191
2004-01-15,12.091392517089844
2004-01-16,12.143251419067383
2004-01-20,12.496170043945312
2004-01-21,12.512735366821289
2004-01-22,12.481042861938477
2004-01-23,12.460153579711914
2004-01-26,12.542985916137695
2004-01-27,12.479604721069336
2004-01-28,12.303144454956055
2004-01-29,12.109403610229492
2004-01-30,12.0928373336792
2004-02-02,12.09571647644043
2004-02-03,12.028014183044434
2004-02-04,11.919974327087402
2004-02-05,11.916376113891602
2004-02-06,12.18790340423584
2004-02-09,12.36364459991455
2004-02-10,12.3528413772583
2004-02-11,12.544425010681152
2004-02-12,12.537944793701172
2004-02-13,12.546589851379395
2004-02-17,12.798666954040527
2004-02-18,12.624374389648438
2004-02-19,12.514178276062012
2004-02-20,12.37372875213623
2004-02-23,12.26569652557373
2004-02-24,12.200868606567383
2004-02-25,12.334115028381348
2004-02-26,12.39533805847168
2004-02-27,12.571077346801758
2004-03-01,12.8577299118042
2004-03-02,12.75545883178711
2004-03-03,12.676226615905762
2004-03-04,12.76266098022461
2004-03-05,12.809476852416992
2004-03-08,12.687030792236328
2004-03-09,12.604207038879395
2004-03-10,12.316107749938965
2004-03-11,12.049620628356934
2004-03-12,12.150453567504883
2004-03-15,11.923578262329102
2004-03-16,12.071228981018066
2004-03-17,12.236879348754883
2004-03-18,12.308908462524414
2004-03-19,12.146856307983398
2004-03-22,11.952388763427734
2004-03-23,12.07266616821289
2004-03-24,12.082033157348633
2004-03-25,12.200152397155762
2004-03-26,12.177824974060059
2004-03-29,12.334115028381348
2004-03-30,12.48536491394043
2004-03-31,12.640219688415527
2004-04-01,12.743210792541504
2004-04-02,12.870697975158691
2004-04-05,12.960722923278809
2004-04-06,13.032748222351074
2004-04-07,12.985930442810059
2004-04-08,12.996737480163574
2004-04-12,13.09685230255127
2004-04-13,12.944157600402832
2004-04-14,12.753294944763184
2004-04-15,12.647418975830078
2004-04-16,12.741052627563477
2004-04-19,12.76266098022461
2004-04-20,12.651020050048828
2004-04-21,12.557394027709961
2004-04-22,12.553789138793945
2004-04-23,12.647418975830078
2004-04-26,12.467354774475098
2004-04-27,12.401101112365723
2004-04-28,12.046015739440918
2004-04-29,11.649165153503418
2004-04-30,11.401402473449707
2004-05-03,11.515921592712402
2004-05-04,11.741355895996094
2004-05-05,11.770166397094727
2004-05-06,11.52600383758545
2004-05-07,11.266719818115234
2004-05-10,10.722936630249023
2004-05-11,11.04128360748291
2004-05-12,11.044888496398926
2004-05-13,11.01607608795166
2004-05-14,10.725820541381836
2004-05-17,10.29655647277832
2004-05-18,10.602659225463867
2004-05-19,10.895797729492188
2004-05-20,10.828814506530762
2004-05-21,11.006711959838867
2004-05-24,11.178129196166992
2004-05-25,11.424448013305664
2004-05-26,11.379796981811523
2004-05-27,11.559857368469238
2004-05-28,11.534648895263672
2004-06-01,11.454702377319336
2004-06-02,11.454702377319336
2004-06-03,11.200455665588379
2004-06-04,11.365391731262207
2004-06-07,11.75792121887207
2004-06-08,11.594429016113281
2004-06-09,11.33226203918457
2004-06-10,11.34522819519043
2004-06-14,10.908037185668945
2004-06-15,11.11906909942627
2004-06-16,10.96998119354248
2004-06-17,11.0247220993042
2004-06-18,10.962059020996094
2004-06-21,11.01247501373291
2004-06-22,11.129154205322266
2004-06-23,11.327218055725098
2004-06-24,11.372596740722656
2004-06-25,11.487833976745605
2004-06-28,11.389881134033203
2004-06-29,11.477030754089355
2004-06-30,11.641244888305664
2004-07-01,11.495757102966309
2004-07-02,11.495033264160156
2004-07-06,11.371871948242188
2004-07-07,11.520244598388672
2004-07-08,11.356029510498047
2004-07-09,11.41652774810791
2004-07-12,11.38700008392334
2004-07-13,11.438854217529297
2004-07-14,11.32938003540039
2004-07-15,11.270322799682617
2004-07-16,11.394198417663574
2004-07-19,11.37691593170166
2004-07-20,11.425174713134766
2004-07-21,11.293370246887207
2004-07-22,11.293370246887207
2004-07-23,11.09890365600586
2004-07-26,10.9959077835083
2004-07-27,11.205501556396484
2004-07-28,11.201897621154785
2004-07-29,11.271760940551758
2004-07-30,11.217743873596191
2004-08-02,11.1615629196167
2004-08-03,11.174529075622559
2004-08-04,11.185334205627441
2004-08-05,11.113306045532227
2004-08-06,11.032641410827637
2004-08-09,11.124833106994629
2004-08-10,11.250154495239258
2004-08-11,11.145720481872559
2004-08-12,11.0211181640625
2004-08-13,11.038403511047363
2004-08-16,11.188932418823242
2004-08-17,11.263839721679688
2004-08-18,11.39708423614502
2004-08-19,11.40932559967041
2004-08-20,11.466226577758789
2004-08-23,11.528164863586426
2004-08-24,11.495033264160156
2004-08-25,11.631879806518555
2004-08-26,11.64772891998291
2004-08-27,11.626121520996094
2004-08-30,11.563461303710938
2004-08-31,11.613875389099121
2004-09-01,11.70966625213623
2004-09-02,11.855156898498535
2004-09-03,11.729113578796387
2004-09-07,11.819145202636719
2004-09-08,11.811943054199219
2004-09-09,11.847953796386719
2004-09-10,11.960311889648438
2004-09-13,12.06978988647461
2004-09-14,12.065465927124023
2004-09-15,12.012166976928711
2004-09-16,12.162700653076172
2004-09-17,12.244086265563965
2004-09-20,12.256330490112305
2004-09-21,12.384535789489746
2004-09-22,12.197272300720215
2004-09-23,12.251288414001465
2004-09-24,12.216715812683105
2004-09-27,12.143972396850586
2004-09-28,12.294500350952148
2004-09-29,12.359325408935547
2004-09-30,12.42414379119873
2004-10-01,12.661825180053711
2004-10-04,12.877897262573242
2004-10-05,12.782824516296387
2004-10-06,12.930474281311035
2004-10-07,12.820276260375977
2004-10-08,12.726645469665527
2004-10-11,12.792908668518066
2004-10-12,12.591246604919434
2004-10-13,12.420546531677246
2004-10-14,12.251288414001465
2004-10-15,12.414783477783203
2004-10-18,12.546589851379395
2004-10-19,12.486087799072266
2004-10-20,12.40757942199707
2004-10-21,12.586201667785645
2004-10-22,12.496170043945312
2004-10-25,12.530021667480469
2004-10-26,12.575394630432129
2004-10-27,12.791471481323242
2004-10-28,12.728083610534668
2004-10-29,12.77778434753418
2004-11-01,12.872855186462402
2004-11-02,12.902382850646973
2004-11-03,13.090367317199707
2004-11-04,13.288434982299805
2004-11-05,13.338850021362305
2004-11-08,13.188323974609375
2004-11-09,13.273305892944336
2004-11-10,13.288434982299805
2004-11-11,13.439685821533203
2004-11-12,13.666556358337402
2004-11-15,13.679520606994629
2004-11-16,13.523229598999023
2004-11-17,13.828617095947266
2004-11-18,13.853825569152832
2004-11-19,13.655755043029785
2004-11-22,13.70905590057373
2004-11-23,13.73282527923584
2004-11-24,13.87903118133545
2004-11-26,14.109503746032715
2004-11-29,14.023076057434082
2004-11-30,14.0490083694458
2004-12-01,14.156328201293945
2004-12-02,14.13543701171875
2004-12-03,14.199539184570312
2004-12-06,14.179377555847168
2004-12-07,13.961861610412598
2004-12-08,13.888401985168457
2004-12-09,13.662243843078613
2004-12-10,13.648552894592285
2004-12-13,13.85598373413086
2004-12-14,13.983464241027832
2004-12-15,14.177212715148926
2004-12-16,14.10590934753418
2004-12-17,14.073494911193848
2004-12-20,14.257153511047363
2004-12-21,14.394004821777344
2004-12-22,14.390399932861328
2004-12-23,14.488311767578125
2004-12-27,14.477377891540527
2004-12-28,14.55246639251709
2004-12-29,14.632662773132324
2004-12-30,14.59548282623291
2004-12-31,14.715774536132812
2005-01-03,14.562678337097168
2005-01-04,14.114313125610352
2005-01-05,13.941534042358398
2005-01-06,13.932048797607422
2005-01-07,13.959024429321289
2005-01-10,13.976518630981445
2005-01-11,13.950277328491211
2005-01-12,14.121603965759277
2005-01-13,14.063279151916504
2005-01-14,14.314801216125488
2005-01-18,14.289280891418457
2005-01-19,14.09244155883789
2005-01-20,13.917468070983887
2005-01-21,14.107026100158691
2005-01-24,14.085152626037598
2005-01-25,14.21273422241211
2005-01-26,14.420510292053223
2005-01-27,14.434362411499023
2005-01-28,14.447487831115723
2005-01-31,14.63776969909668
2005-02-01,14.763167381286621
2005-02-02,14.809820175170898
2005-02-03,14.794507026672363
2005-02-04,15.025617599487305
2005-02-07,15.073012351989746
2005-02-08,15.102167129516602
2005-02-09,15.053328514099121
2005-02-10,15.126230239868164
2005-02-11,15.27349853515625
2005-02-14,15.382852554321289
2005-02-15,15.41930866241455
2005-02-16,15.371915817260742
2005-02-17,15.34639835357666
2005-02-18,15.5352201461792
2005-02-22,15.478355407714844
2005-02-23,15.549798965454102
2005-02-24,15.791118621826172
2005-02-25,16.08200454711914
2005-02-28,16.055030822753906
2005-03-01,16.100234985351562
2005-03-02,15.834856986999512
2005-03-03,15.878602027893066
2005-03-04,16.06816291809082
2005-03-07,16.173864364624023
2005-03-08,16.0506591796875
2005-03-09,15.958795547485352
2005-03-10,15.805697441101074
2005-03-11,15.716756820678711
2005-03-14,15.596468925476074
2005-03-15,15.207879066467285
2005-03-16,15.078840255737305
2005-03-17,15.353686332702637
2005-03-18,15.284427642822266
2005-03-21,15.063523292541504
2005-03-22,14.785033226013184
2005-03-23,14.597673416137695
2005-03-24,14.581633567810059
2005-03-28,14.68224048614502
2005-03-29,14.302408218383789
2005-03-30,14.62829303741455
2005-03-31,14.785033226013184
2005-04-01,14.872522354125977
2005-04-04,14.905325889587402
2005-04-05,14.90168571472168
2005-04-06,15.105814933776855
2005-04-07,15.258179664611816
2005-04-08,15.18600845336914
2005-04-11,15.04019546508789
2005-04-12,15.229755401611328
2005-04-13,14.926471710205078
2005-04-14,14.544447898864746
2005-04-15,14.238249778747559
2005-04-18,14.406661987304688
2005-04-19,14.64797592163086
2005-04-20,14.302408218383789
2005-04-21,14.714320182800293
2005-04-22,14.551743507385254
2005-04-25,14.827322959899902
2005-04-26,14.675677299499512
2005-04-27,14.542989730834961
2005-04-28,14.311156272888184
2005-04-29,14.600586891174316
2005-05-02,14.697546005249023
2005-05-03,14.683695793151855
2005-05-04,15.083940505981445
2005-05-05,15.163406372070312
2005-05-06,15.204230308532715
2005-05-09,15.218088150024414
2005-05-10,14.876164436340332
2005-05-11,14.945425987243652
2005-05-12,14.690262794494629
2005-05-13,14.539346694946289
2005-05-16,14.712127685546875
2005-05-17,14.715774536132812
2005-05-18,15.008854866027832
2005-05-19,15.063523292541504
2005-05-20,15.025617599487305
2005-05-23,15.075194358825684
2005-05-24,15.03145694732666
2005-05-25,14.923553466796875
2005-05-26,15.091233253479004
2005-05-27,15.193300247192383
2005-05-31,15.0620756149292
2005-06-01,15.239958763122559
2005-06-02,15.355875968933105
2005-06-03,15.276410102844238
2005-06-06,15.430235862731934
2005-06-07,15.353686332702637
2005-06-08,15.295370101928711
2005-06-09,15.37555980682373
2005-06-10,15.41930866241455
2005-06-13,15.480548858642578
2005-06-14,15.543970108032227
2005-06-15,15.659886360168457
2005-06-16,15.7998685836792
2005-06-17,15.990145683288574
2005-06-20,15.845799446105957
2005-06-21,15.769242286682129
2005-06-22,15.917966842651367
2005-06-23,15.638018608093262
2005-06-24,15.58333969116211
2005-06-27,15.681758880615234
2005-06-28,15.7998685836792
2005-06-29,15.70800495147705
2005-06-30,15.659886360168457
2005-07-01,15.716756820678711
2005-07-05,15.786741256713867
2005-07-06,15.710193634033203
2005-07-07,15.756125450134277
2005-07-08,15.92015552520752
2005-07-11,16.162927627563477
2005-07-12,16.35540008544922
2005-07-13,16.344459533691406
2005-07-14,16.438505172729492
2005-07-15,16.34882926940918
2005-07-18,16.298532485961914
2005-07-19,16.484439849853516
2005-07-20,16.48662567138672
2005-07-21,16.665973663330078
2005-07-22,16.626604080200195
2005-07-25,16.48225212097168
2005-07-26,16.5762996673584
2005-07-27,16.665973663330078
2005-07-28,16.873750686645508
2005-07-29,16.862812042236328
2005-08-01,17.13839340209961
2005-08-02,17.442399978637695
2005-08-03,17.398666381835938
2005-08-04,17.245563507080078
2005-08-05,16.928422927856445
2005-08-08,17.04434585571289
2005-08-09,17.387723922729492
2005-08-10,17.573627471923828
2005-08-11,17.475208282470703
2005-08-12,17.28929901123047
2005-08-15,17.409597396850586
2005-08-16,17.10776710510254
2005-08-17,17.11870574951172
2005-08-18,16.80375862121582
2005-08-19,16.738143920898438
2005-08-22,16.945920944213867
2005-08-23,16.7862606048584
2005-08-24,16.567550659179688
2005-08-25,16.753450393676758
2005-08-26,16.731582641601562
2005-08-29,16.915302276611328
2005-08-30,16.738143920898438
2005-08-31,17.08590316772461
2005-09-01,17.322113037109375
2005-09-02,17.475208282470703
2005-09-06,17.693923950195312
2005-09-07,17.715801239013672
2005-09-08,17.687362670898438
2005-09-09,17.947629928588867
2005-09-12,17.921390533447266
2005-09-13,17.720172882080078
2005-09-14,17.6567440032959
2005-09-15,17.759538650512695
2005-09-16,18.03293228149414
2005-09-19,18.00669288635254
2005-09-20,18.054805755615234
2005-09-21,18.22540283203125
2005-09-22,18.043867111206055
2005-09-23,18.028554916381836
2005-09-26,18.18821907043457
2005-09-27,18.06792640686035
2005-09-28,18.273513793945312
2005-09-29,18.595029830932617
2005-09-30,18.564407348632812
2005-10-03,18.682510375976562
2005-10-04,18.50754165649414
2005-10-05,17.945446014404297
2005-10-06,17.317733764648438
2005-10-07,17.746417999267578
2005-10-10,17.687362670898438
2005-10-11,17.76390838623047
2005-10-12,17.219314575195312
2005-10-13,17.112146377563477
2005-10-14,17.04653549194336
2005-10-17,17.234628677368164
2005-10-18,16.79720115661621
2005-10-19,17.125267028808594
2005-10-20,16.436317443847656
2005-10-21,16.873750686645508
2005-10-24,17.32867431640625
2005-10-25,16.987485885620117
2005-10-26,17.048721313476562
2005-10-27,16.644092559814453
2005-10-28,17.081523895263672
2005-10-31,17.387723922729492
2005-11-01,17.693923950195312
2005-11-02,17.967315673828125
2005-11-03,17.987003326416016
2005-11-04,17.94982147216797
2005-11-07,17.96293830871582
2005-11-08,17.79452896118164
2005-11-09,18.061363220214844
2005-11-10,18.089801788330078
2005-11-11,18.129165649414062
2005-11-14,18.081052780151367
2005-11-15,17.978254318237305
2005-11-16,18.13135528564453
2005-11-17,18.39818572998047
2005-11-18,18.448484420776367
2005-11-21,18.45941925048828
2005-11-22,18.450666427612305
2005-11-23,18.64532470703125
2005-11-25,18.632205963134766
2005-11-28,18.51409912109375
2005-11-29,18.35007095336914
2005-11-30,18.3938045501709
2005-12-01,18.87497329711914
2005-12-02,18.853107452392578
2005-12-05,19.006202697753906
2005-12-06,19.181177139282227
2005-12-07,18.999645233154297
2005-12-08,18.85747528076172
2005-12-09,19.049943923950195
2005-12-12,19.159303665161133
2005-12-13,19.41082191467285
2005-12-14,19.28178596496582
2005-12-15,19.203046798706055
2005-12-16,19.137435913085938
2005-12-19,19.09368896484375
2005-12-20,19.25773048400879
2005-12-21,19.57048225402832
2005-12-22,19.574859619140625
2005-12-23,19.69162940979004
2005-12-27,19.472694396972656
2005-12-28,19.52576446533203
2005-12-29,19.52797508239746
2005-12-30,19.516918182373047
2006-01-03,20.24672508239746
2006-01-04,20.430294036865234
2006-01-05,20.53422737121582
2006-01-06,20.96327018737793
2006-01-09,21.1689453125
2006-01-10,20.91461753845215
2006-01-11,21.16010093688965
2006-01-12,20.865966796875
2006-01-13,20.888080596923828
2006-01-17,20.52317237854004
2006-01-18,20.51211929321289
2006-01-19,21.175580978393555
2006-01-20,20.5452880859375
2006-01-23,21.14240837097168
2006-01-24,21.474136352539062
2006-01-25,21.485193252563477
2006-01-26,21.993854522705078
2006-01-27,22.245969772338867
2006-01-30,22.14202308654785
2006-01-31,22.287986755371094
2006-02-01,22.27692985534668
2006-02-02,21.704139709472656
2006-02-03,21.407791137695312
2006-02-06,21.91645050048828
2006-02-07,21.341445922851562
2006-02-08,21.407791137695312
2006-02-09,21.463077545166016
2006-02-10,21.429901123046875
2006-02-13,20.901348114013672
2006-02-14,21.429901123046875
2006-02-15,21.319324493408203
2006-02-16,21.872220993041992
2006-02-17,21.84346580505371
2006-02-21,21.65106201171875
2006-02-22,21.76827621459961
2006-02-23,21.761638641357422
2006-02-24,21.80365562438965
2006-02-27,22.00269889831543
2006-02-28,21.429901123046875
2006-03-01,22.02260398864746
2006-03-02,22.04029655456543
2006-03-03,21.673171997070312
2006-03-06,21.341445922851562
2006-03-07,20.589521408081055
2006-03-08,20.711151123046875
2006-03-09,20.501052856445312
2006-03-10,20.93231201171875
2006-03-13,20.910198211669922
2006-03-14,21.562593460083008
2006-03-15,21.812511444091797
2006-03-16,21.617883682250977
2006-03-17,21.77048110961914
2006-03-20,21.894336700439453
2006-03-21,21.4520206451416
2006-03-22,21.688657760620117
2006-03-23,21.48740577697754
2006-03-24,21.673171997070312
2006-03-27,21.805875778198242
2006-03-28,21.407791137695312
2006-03-29,21.81692886352539
2006-03-30,21.927505493164062
2006-03-31,21.894336700439453
2006-04-03,22.513566970825195
2006-04-04,22.646259307861328
2006-04-05,22.878469467163086
2006-04-06,22.761259078979492
2006-04-07,22.414045333862305
2006-04-10,22.336641311645508
2006-04-11,22.14645004272461
2006-04-12,22.274717330932617
2006-04-13,22.380878448486328
2006-04-17,22.646259307861328
2006-04-18,23.39818572998047
2006-04-19,23.541934967041016
2006-04-20,23.457895278930664
2006-04-21,23.641456604003906
2006-04-24,23.331844329833984
2006-04-25,23.011157989501953
2006-04-26,23.464534759521484
2006-04-27,23.0952091217041
2006-04-28,23.32077980041504
2006-05-01,23.314149856567383
2006-05-02,23.725486755371094
2006-05-03,23.752037048339844
2006-05-04,23.9842472076416
2006-05-05,24.37127113342285
2006-05-08,24.54819107055664
2006-05-09,24.57030487060547
2006-05-10,24.30491828918457
2006-05-11,23.685688018798828
2006-05-12,23.066457748413086
2006-05-15,22.513566970825195
2006-05-16,22.62635040283203
2006-05-17,21.850109100341797
2006-05-18,21.429901123046875
2006-05-19,21.892120361328125
2006-05-22,20.861534118652344
2006-05-23,20.63374900817871
2006-05-24,20.48999786376953
2006-05-25,21.361345291137695
2006-05-26,21.29721450805664
2006-05-30,20.379423141479492
2006-05-31,20.72220802307129
2006-06-01,21.146831512451172
2006-06-02,21.363561630249023
2006-06-05,20.456823348999023
2006-06-06,20.30643653869629
2006-06-07,19.859703063964844
2006-06-08,19.505861282348633
2006-06-09,19.251529693603516
2006-06-12,18.534992218017578
2006-06-13,18.12364387512207
2006-06-14,18.643352508544922
2006-06-15,19.729223251342773
2006-06-16,19.616432189941406
2006-06-19,18.886619567871094
2006-06-20,19.118844985961914
2006-06-21,19.738069534301758
2006-06-22,19.38422966003418
2006-06-23,19.351057052612305
2006-06-26,19.351057052612305
2006-06-27,18.986148834228516
2006-06-28,19.581050872802734
2006-06-29,20.74432373046875
2006-06-30,20.766443252563477
2006-07-03,21.22644805908203
2006-07-05,20.56740379333496
2006-07-06,20.987598419189453
2006-07-07,20.589521408081055
2006-07-10,20.75538444519043
2006-07-11,20.85490608215332
2006-07-12,20.39048194885254
2006-07-13,19.58326530456543
2006-07-14,19.682781219482422
2006-07-17,19.373165130615234
2006-07-18,19.642976760864258
2006-07-19,20.85490608215332
2006-07-20,20.255577087402344
2006-07-21,19.861927032470703
2006-07-24,20.75538444519043
2006-07-25,20.8106746673584
2006-07-26,20.72220802307129
2006-07-27,21.00750732421875
2006-07-28,21.45865821838379
2006-07-31,21.252981185913086
2006-08-01,20.910198211669922
2006-08-02,21.186635971069336
2006-08-03,21.164520263671875
2006-08-04,21.20875358581543
2006-08-07,21.07605743408203
2006-08-08,21.07605743408203
2006-08-09,21.15567398071289
2006-08-10,21.37240982055664
2006-08-11,21.113658905029297
2006-08-14,21.197696685791016
2006-08-15,21.717409133911133
2006-08-16,21.929712295532227
2006-08-17,21.960678100585938
2006-08-18,21.75279426574707
2006-08-21,21.64000129699707
2006-08-22,21.63336944580078
2006-08-23,21.241924285888672
2006-08-24,21.18442726135254
2006-08-25,21.24413299560547
2006-08-28,21.485193252563477
2006-08-29,21.558176040649414
2006-08-30,21.65106201171875
2006-08-31,21.589139938354492
2006-09-01,21.830196380615234
2006-09-05,21.949621200561523
2006-09-06,21.319324493408203
2006-09-07,21.07605743408203
2006-09-08,21.248558044433594
2006-09-11,20.790769577026367
2006-09-12,21.146831512451172
2006-09-13,21.463077545166016
2006-09-14,21.286155700683594
2006-09-15,21.41221809387207
2006-09-18,21.653278350830078
2006-09-19,21.319324493408203
2006-09-20,21.757219314575195
2006-09-21,21.22644805908203
2006-09-22,20.956636428833008
2006-09-25,21.19990348815918
2006-09-26,21.449811935424805
2006-09-27,21.401155471801758
2006-09-28,21.573657989501953
2006-09-29,21.401155471801758
2006-10-02,21.365772247314453
2006-10-03,21.07605743408203
2006-10-04,21.64000129699707
2006-10-05,21.927505493164062
2006-10-06,21.872220993041992
2006-10-09,21.790390014648438
2006-10-10,21.98722267150879
2006-10-11,21.87000274658203
2006-10-12,22.402982711791992
2006-10-13,22.535682678222656
2006-10-16,22.59760856628418
2006-10-17,22.301250457763672
2006-10-18,22.520198822021484
2006-10-19,22.619720458984375
2006-10-20,22.513566970825195
2006-10-23,22.493669509887695
2006-10-24,22.621936798095703
2006-10-25,22.885108947753906
2006-10-26,22.940391540527344
2006-10-27,22.557798385620117
2006-10-30,22.480390548706055
2006-10-31,22.91164207458496
2006-11-01,22.68164825439453
2006-11-02,22.752410888671875
2006-11-03,22.823184967041016
2006-11-06,23.36501693725586
2006-11-07,23.265493392944336
2006-11-08,23.3252010345459
2006-11-09,23.40481948852539
2006-11-10,23.4379940032959
2006-11-13,23.517610549926758
2006-11-14,23.884723663330078
2006-11-15,23.928958892822266
2006-11-16,23.687894821166992
2006-11-17,23.661359786987305
2006-11-20,23.568479537963867
2006-11-21,23.94443702697754
2006-11-22,24.112520217895508
2006-11-24,24.10809326171875
2006-11-27,23.65252113342285
2006-11-28,23.789628982543945
2006-11-29,24.174436569213867
2006-11-30,24.282798767089844
2006-12-01,24.183290481567383
2006-12-04,24.68752098083496
2006-12-05,25.118772506713867
2006-12-06,24.94626808166504
2006-12-07,24.85780143737793
2006-12-08,24.747234344482422
2006-12-11,24.758289337158203
2006-12-12,24.45973014831543
2006-12-13,24.592422485351562
2006-12-14,25.01262092590332
2006-12-15,25.123193740844727
2006-12-18,24.948476791381836
2006-12-19,24.791471481323242
2006-12-20,25.065780639648438
2006-12-21,25.020925521850586
